t,Sv0,Sv1,Sh0,Sr0,Sr1,Sr2,Sr3,Sr4,Sr5,Sr6,Iv0,Iv1,Ih0,Ir0,Ir1,Ir2,Ir3,Ir4,Ir5,Ir6,Rv0,Rv1,Rh0,Rr0,Rr1,Rr2,Rr3,Rr4,Rr5,Rr6,cumIv0,cumIv1,cumIh0,cumIr0,cumIr1,cumIr2,cumIr3,cumIr4,cumIr5,cumIr6,cumIv,pIv,pIh,pIr
150,0.0873027,0.0873027,0.0861915,0.0858955,0.0858955,0.0858955,0.0858955,0.0858955,0.0858955,0.0858955,0.000347632,0.000347632,0.000558319,0.000636114,0.000636114,0.000636114,0.000636114,0.000636114,0.000636114,0.000636114,0.0123496,0.0123496,0.0132502,0.0134684,0.0134684,0.0134684,0.0134684,0.0134684,0.0134684,0.0134684,0.0150287,0.0150287,0.0162263,0.0165374,0.0165374,0.0165374,0.0165374,0.0165374,0.0165374,0.0165374,0.0300573,0.00347632,0.00558319,0.00636114
151,0.0873004,0.0873004,0.0861605,0.0858534,0.0858534,0.0858534,0.0858534,0.0858534,0.0858534,0.0858534,0.000343513,0.000343513,0.000560364,0.000640636,0.000640636,0.000640636,0.000640636,0.000640636,0.000640636,0.000640636,0.0123561,0.0123561,0.0132791,0.013506,0.013506,0.013506,0.013506,0.013506,0.013506,0.013506,0.0150649,0.0150649,0.0162936,0.0166164,0.0166164,0.0166164,0.0166164,0.0166164,0.0166164,0.0166164,0.0301297,0.00343513,0.00560364,0.00640636
152,0.0872981,0.0872981,0.0861288,0.0858102,0.0858102,0.0858102,0.0858102,0.0858102,0.0858102,0.0858102,0.000339753,0.000339753,0.000562981,0.000645801,0.000645801,0.000645801,0.000645801,0.000645801,0.000645801,0.000645801,0.0123621,0.0123621,0.0133082,0.013544,0.013544,0.013544,0.013544,0.013544,0.013544,0.013544,0.015101,0.015101,0.0163618,0.0166966,0.0166966,0.0166966,0.0166966,0.0166966,0.0166966,0.0166966,0.0302019,0.00339753,0.00562981,0.00645801
153,0.087296,0.087296,0.0860962,0.0857659,0.0857659,0.0857659,0.0857659,0.0857659,0.0857659,0.0857659,0.000336345,0.000336345,0.00056618,0.000651626,0.000651626,0.000651626,0.000651626,0.000651626,0.000651626,0.000651626,0.0123677,0.0123677,0.0133376,0.0135825,0.0135825,0.0135825,0.0135825,0.0135825,0.0135825,0.0135825,0.015137,0.015137,0.0164308,0.0167781,0.0167781,0.0167781,0.0167781,0.0167781,0.0167781,0.0167781,0.030274,0.00336345,0.0056618,0.00651626
154,0.0872939,0.0872939,0.0860627,0.0857202,0.0857202,0.0857202,0.0857202,0.0857202,0.0857202,0.0857202,0.000333282,0.000333282,0.000569972,0.000658128,0.000658128,0.000658128,0.000658128,0.000658128,0.000658128,0.000658128,0.0123728,0.0123728,0.0133673,0.0136216,0.0136216,0.0136216,0.0136216,0.0136216,0.0136216,0.0136216,0.015173,0.015173,0.0165009,0.016861,0.016861,0.016861,0.016861,0.016861,0.016861,0.016861,0.030346,0.00333282,0.00569972,0.00658128
155,0.0872918,0.0872918,0.0860282,0.0856732,0.0856732,0.0856732,0.0856732,0.0856732,0.0856732,0.0856732,0.000330557,0.000330557,0.000574368,0.000665328,0.000665328,0.000665328,0.000665328,0.000665328,0.000665328,0.000665328,0.0123777,0.0123777,0.0133974,0.0136615,0.0136615,0.0136615,0.0136615,0.0136615,0.0136615,0.0136615,0.015209,0.015209,0.0165721,0.0169454,0.0169454,0.0169454,0.0169454,0.0169454,0.0169454,0.0169454,0.030418,0.00330557,0.00574368,0.00665328
156,0.0872897,0.0872897,0.0859926,0.0856247,0.0856247,0.0856247,0.0856247,0.0856247,0.0856247,0.0856247,0.000328164,0.000328164,0.000579384,0.000673248,0.000673248,0.000673248,0.000673248,0.000673248,0.000673248,0.000673248,0.0123822,0.0123822,0.013428,0.0137021,0.0137021,0.0137021,0.0137021,0.0137021,0.0137021,0.0137021,0.015245,0.015245,0.0166444,0.0170315,0.0170315,0.0170315,0.0170315,0.0170315,0.0170315,0.0170315,0.0304901,0.00328164,0.00579384,0.00673248
157,0.0872875,0.0872875,0.0859559,0.0855745,0.0855745,0.0855745,0.0855745,0.0855745,0.0855745,0.0855745,0.000326099,0.000326099,0.000585036,0.000681911,0.000681911,0.000681911,0.000681911,0.000681911,0.000681911,0.000681911,0.0123864,0.0123864,0.0134591,0.0137435,0.0137435,0.0137435,0.0137435,0.0137435,0.0137435,0.0137435,0.0152811,0.0152811,0.016718,0.0171192,0.0171192,0.0171192,0.0171192,0.0171192,0.0171192,0.0171192,0.0305623,0.00326099,0.00585036,0.00681911
158,0.0872852,0.0872852,0.0859179,0.0855227,0.0855227,0.0855227,0.0855227,0.0855227,0.0855227,0.0855227,0.000324357,0.000324357,0.000591341,0.000691344,0.000691344,0.000691344,0.000691344,0.000691344,0.000691344,0.000691344,0.0123904,0.0123904,0.0134908,0.0137859,0.0137859,0.0137859,0.0137859,0.0137859,0.0137859,0.0137859,0.0153174,0.0153174,0.0167929,0.0172087,0.0172087,0.0172087,0.0172087,0.0172087,0.0172087,0.0172087,0.0306347,0.00324357,0.00591341,0.00691344
159,0.0872828,0.0872828,0.0858785,0.085469,0.085469,0.085469,0.085469,0.085469,0.085469,0.085469,0.000322936,0.000322936,0.000598318,0.000701576,0.000701576,0.000701576,0.000701576,0.000701576,0.000701576,0.000701576,0.0123942,0.0123942,0.0135232,0.0138294,0.0138294,0.0138294,0.0138294,0.0138294,0.0138294,0.0138294,0.0153537,0.0153537,0.0168693,0.0173002,0.0173002,0.0173002,0.0173002,0.0173002,0.0173002,0.0173002,0.0307074,0.00322936,0.00598318,0.00701576
160,0.0872803,0.0872803,0.0858376,0.0854134,0.0854134,0.0854134,0.0854134,0.0854134,0.0854134,0.0854134,0.000321831,0.000321831,0.000605992,0.000712639,0.000712639,0.000712639,0.000712639,0.000712639,0.000712639,0.000712639,0.0123979,0.0123979,0.0135564,0.0138739,0.0138739,0.0138739,0.0138739,0.0138739,0.0138739,0.0138739,0.0153902,0.0153902,0.0169472,0.0173938,0.0173938,0.0173938,0.0173938,0.0173938,0.0173938,0.0173938,0.0307804,0.00321831,0.00605992,0.00712639
161,0.0872775,0.0872775,0.0857952,0.0853557,0.0853557,0.0853557,0.0853557,0.0853557,0.0853557,0.0853557,0.000321041,0.000321041,0.000614384,0.000724565,0.000724565,0.000724565,0.000724565,0.000724565,0.000724565,0.000724565,0.0124014,0.0124014,0.0135904,0.0139197,0.0139197,0.0139197,0.0139197,0.0139197,0.0139197,0.0139197,0.0154269,0.0154269,0.0170268,0.0174896,0.0174896,0.0174896,0.0174896,0.0174896,0.0174896,0.0174896,0.0308538,0.00321041,0.00614384,0.00724565
162,0.0872746,0.0872746,0.0857512,0.0852958,0.0852958,0.0852958,0.0852958,0.0852958,0.0852958,0.0852958,0.000320565,0.000320565,0.000623522,0.000737393,0.000737393,0.000737393,0.000737393,0.000737393,0.000737393,0.000737393,0.0124049,0.0124049,0.0136253,0.0139668,0.0139668,0.0139668,0.0139668,0.0139668,0.0139668,0.0139668,0.0154639,0.0154639,0.0171082,0.0175877,0.0175877,0.0175877,0.0175877,0.0175877,0.0175877,0.0175877,0.0309278,0.00320565,0.00623522,0.00737393
163,0.0872713,0.0872713,0.0857053,0.0852335,0.0852335,0.0852335,0.0852335,0.0852335,0.0852335,0.0852335,0.000320401,0.000320401,0.000633434,0.000751161,0.000751161,0.000751161,0.000751161,0.000751161,0.000751161,0.000751161,0.0124083,0.0124083,0.0136613,0.0140153,0.0140153,0.0140153,0.0140153,0.0140153,0.0140153,0.0140153,0.0155011,0.0155011,0.0171914,0.0176883,0.0176883,0.0176883,0.0176883,0.0176883,0.0176883,0.0176883,0.0310022,0.00320401,0.00633434,0.00751161
164,0.0872678,0.0872678,0.0856575,0.0851687,0.0851687,0.0851687,0.0851687,0.0851687,0.0851687,0.0851687,0.000320549,0.000320549,0.000644151,0.000765913,0.000765913,0.000765913,0.000765913,0.000765913,0.000765913,0.000765913,0.0124117,0.0124117,0.0136983,0.0140653,0.0140653,0.0140653,0.0140653,0.0140653,0.0140653,0.0140653,0.0155387,0.0155387,0.0172767,0.0177915,0.0177915,0.0177915,0.0177915,0.0177915,0.0177915,0.0177915,0.0310773,0.00320549,0.00644151,0.00765913
165,0.0872639,0.0872639,0.0856077,0.0851013,0.0851013,0.0851013,0.0851013,0.0851013,0.0851013,0.0851013,0.000321011,0.000321011,0.000655708,0.000781693,0.000781693,0.000781693,0.000781693,0.000781693,0.000781693,0.000781693,0.0124151,0.0124151,0.0137366,0.014117,0.014117,0.014117,0.014117,0.014117,0.014117,0.014117,0.0155765,0.0155765,0.0173641,0.0178976,0.0178976,0.0178976,0.0178976,0.0178976,0.0178976,0.0178976,0.0311531,0.00321011,0.00655708,0.00781693
166,0.0872596,0.0872596,0.0855557,0.085031,0.085031,0.085031,0.085031,0.085031,0.085031,0.085031,0.000321787,0.000321787,0.00066814,0.000798552,0.000798552,0.000798552,0.000798552,0.000798552,0.000798552,0.000798552,0.0124186,0.0124186,0.0137761,0.0141705,0.0141705,0.0141705,0.0141705,0.0141705,0.0141705,0.0141705,0.0156148,0.0156148,0.0174537,0.0180067,0.0180067,0.0180067,0.0180067,0.0180067,0.0180067,0.0180067,0.0312296,0.00321787,0.0066814,0.00798552
167,0.087255,0.087255,0.0855015,0.0849577,0.0849577,0.0849577,0.0849577,0.0849577,0.0849577,0.0849577,0.00032288,0.00032288,0.000681487,0.000816543,0.000816543,0.000816543,0.000816543,0.000816543,0.000816543,0.000816543,0.0124222,0.0124222,0.013817,0.0142258,0.0142258,0.0142258,0.0142258,0.0142258,0.0142258,0.0142258,0.0156535,0.0156535,0.0175458,0.0181189,0.0181189,0.0181189,0.0181189,0.0181189,0.0181189,0.0181189,0.0313071,0.0032288,0.00681487,0.00816543
168,0.0872498,0.0872498,0.0854447,0.0848811,0.0848811,0.0848811,0.0848811,0.0848811,0.0848811,0.0848811,0.000324292,0.000324292,0.000695791,0.000835721,0.000835721,0.000835721,0.000835721,0.000835721,0.000835721,0.000835721,0.0124259,0.0124259,0.0138595,0.0142831,0.0142831,0.0142831,0.0142831,0.0142831,0.0142831,0.0142831,0.0156927,0.0156927,0.0176405,0.0182344,0.0182344,0.0182344,0.0182344,0.0182344,0.0182344,0.0182344,0.0313854,0.00324292,0.00695791,0.00835721
169,0.0872442,0.0872442,0.0853854,0.0848012,0.0848012,0.0848012,0.0848012,0.0848012,0.0848012,0.0848012,0.000326027,0.000326027,0.000711098,0.000856149,0.000856149,0.000856149,0.000856149,0.000856149,0.000856149,0.000856149,0.0124298,0.0124298,0.0139035,0.0143426,0.0143426,0.0143426,0.0143426,0.0143426,0.0143426,0.0143426,0.0157324,0.0157324,0.0177379,0.0183536,0.0183536,0.0183536,0.0183536,0.0183536,0.0183536,0.0183536,0.0314647,0.00326027,0.00711098,0.00856149
170,0.087238,0.087238,0.0853232,0.0847177,0.0847177,0.0847177,0.0847177,0.0847177,0.0847177,0.0847177,0.000328088,0.000328088,0.000727458,0.000877892,0.000877892,0.000877892,0.000877892,0.000877892,0.000877892,0.000877892,0.0124339,0.0124339,0.0139493,0.0144044,0.0144044,0.0144044,0.0144044,0.0144044,0.0144044,0.0144044,0.0157726,0.0157726,0.0178381,0.0184765,0.0184765,0.0184765,0.0184765,0.0184765,0.0184765,0.0184765,0.0315452,0.00328088,0.00727458,0.00877892
171,0.0872313,0.0872313,0.0852582,0.0846304,0.0846304,0.0846304,0.0846304,0.0846304,0.0846304,0.0846304,0.000330481,0.000330481,0.000744922,0.000901018,0.000901018,0.000901018,0.000901018,0.000901018,0.000901018,0.000901018,0.0124382,0.0124382,0.0139969,0.0144686,0.0144686,0.0144686,0.0144686,0.0144686,0.0144686,0.0144686,0.0158134,0.0158134,0.0179415,0.0186034,0.0186034,0.0186034,0.0186034,0.0186034,0.0186034,0.0186034,0.0316268,0.00330481,0.00744922,0.00901018
172,0.0872239,0.0872239,0.08519,0.0845389,0.0845389,0.0845389,0.0845389,0.0845389,0.0845389,0.0845389,0.000333212,0.000333212,0.000763547,0.000925604,0.000925604,0.000925604,0.000925604,0.000925604,0.000925604,0.000925604,0.0124429,0.0124429,0.0140465,0.0145355,0.0145355,0.0145355,0.0145355,0.0145355,0.0145355,0.0145355,0.0158549,0.0158549,0.0180481,0.0187345,0.0187345,0.0187345,0.0187345,0.0187345,0.0187345,0.0187345,0.0317097,0.00333212,0.00763547,0.00925604
173,0.0872159,0.0872159,0.0851184,0.0844432,0.0844432,0.0844432,0.0844432,0.0844432,0.0844432,0.0844432,0.000336286,0.000336286,0.000783394,0.000951727,0.000951727,0.000951727,0.000951727,0.000951727,0.000951727,0.000951727,0.0124478,0.0124478,0.0140982,0.0146051,0.0146051,0.0146051,0.0146051,0.0146051,0.0146051,0.0146051,0.015897,0.015897,0.0181582,0.0188702,0.0188702,0.0188702,0.0188702,0.0188702,0.0188702,0.0188702,0.031794,0.00336286,0.00783394,0.00951727
174,0.0872071,0.0872071,0.0850433,0.0843429,0.0843429,0.0843429,0.0843429,0.0843429,0.0843429,0.0843429,0.000339712,0.000339712,0.000804527,0.000979473,0.000979473,0.000979473,0.000979473,0.000979473,0.000979473,0.000979473,0.0124532,0.0124532,0.0141521,0.0146776,0.0146776,0.0146776,0.0146776,0.0146776,0.0146776,0.0146776,0.0159399,0.0159399,0.018272,0.0190106,0.0190106,0.0190106,0.0190106,0.0190106,0.0190106,0.0190106,0.0318797,0.00339712,0.00804527,0.00979473
175,0.0871976,0.0871976,0.0849645,0.0842378,0.0842378,0.0842378,0.0842378,0.0842378,0.0842378,0.0842378,0.000343496,0.000343496,0.000827016,0.00100893,0.00100893,0.00100893,0.00100893,0.00100893,0.00100893,0.00100893,0.0124589,0.0124589,0.0142085,0.0147533,0.0147533,0.0147533,0.0147533,0.0147533,0.0147533,0.0147533,0.0159835,0.0159835,0.0183897,0.019156,0.019156,0.019156,0.019156,0.019156,0.019156,0.019156,0.031967,0.00343496,0.00827016,0.0100893
176,0.0871873,0.0871873,0.0848817,0.0841275,0.0841275,0.0841275,0.0841275,0.0841275,0.0841275,0.0841275,0.000347648,0.000347648,0.000850933,0.0010402,0.0010402,0.0010402,0.0010402,0.0010402,0.0010402,0.0010402,0.0124651,0.0124651,0.0142673,0.0148323,0.0148323,0.0148323,0.0148323,0.0148323,0.0148323,0.0148323,0.016028,0.016028,0.0185115,0.0193068,0.0193068,0.0193068,0.0193068,0.0193068,0.0193068,0.0193068,0.0320559,0.00347648,0.00850933,0.010402
177,0.0871761,0.0871761,0.0847947,0.0840118,0.0840118,0.0840118,0.0840118,0.0840118,0.0840118,0.0840118,0.000352177,0.000352177,0.000876359,0.00107339,0.00107339,0.00107339,0.00107339,0.00107339,0.00107339,0.00107339,0.0124717,0.0124717,0.0143289,0.0149149,0.0149149,0.0149149,0.0149149,0.0149149,0.0149149,0.0149149,0.0160733,0.0160733,0.0186376,0.0194633,0.0194633,0.0194633,0.0194633,0.0194633,0.0194633,0.0194633,0.0321467,0.00352177,0.00876359,0.0107339
178,0.087164,0.087164,0.0847032,0.0838903,0.0838903,0.0838903,0.0838903,0.0838903,0.0838903,0.0838903,0.000357093,0.000357093,0.000903377,0.00110859,0.00110859,0.00110859,0.00110859,0.00110859,0.00110859,0.00110859,0.0124789,0.0124789,0.0143934,0.0150012,0.0150012,0.0150012,0.0150012,0.0150012,0.0150012,0.0150012,0.0161196,0.0161196,0.0187685,0.0196258,0.0196258,0.0196258,0.0196258,0.0196258,0.0196258,0.0196258,0.0322392,0.00357093,0.00903377,0.0110859
179,0.0871509,0.0871509,0.084607,0.0837626,0.0837626,0.0837626,0.0837626,0.0837626,0.0837626,0.0837626,0.000362408,0.000362408,0.000932075,0.00114593,0.00114593,0.00114593,0.00114593,0.00114593,0.00114593,0.00114593,0.0124867,0.0124867,0.014461,0.0150915,0.0150915,0.0150915,0.0150915,0.0150915,0.0150915,0.0150915,0.0161669,0.0161669,0.0189043,0.0197947,0.0197947,0.0197947,0.0197947,0.0197947,0.0197947,0.0197947,0.0323338,0.00362408,0.00932075,0.0114593
180,0.0871368,0.0871368,0.0845057,0.0836285,0.0836285,0.0836285,0.0836285,0.0836285,0.0836285,0.0836285,0.000368132,0.000368132,0.00096255,0.00118553,0.00118553,0.00118553,0.00118553,0.00118553,0.00118553,0.00118553,0.0124951,0.0124951,0.0145318,0.015186,0.015186,0.015186,0.015186,0.015186,0.015186,0.015186,0.0162153,0.0162153,0.0190453,0.0199703,0.0199703,0.0199703,0.0199703,0.0199703,0.0199703,0.0199703,0.0324305,0.00368132,0.0096255,0.0118553
181,0.0871215,0.0871215,0.0843991,0.0834875,0.0834875,0.0834875,0.0834875,0.0834875,0.0834875,0.0834875,0.00037428,0.00037428,0.000994902,0.00122753,0.00122753,0.00122753,0.00122753,0.00122753,0.00122753,0.00122753,0.0125042,0.0125042,0.014606,0.015285,0.015285,0.015285,0.015285,0.015285,0.015285,0.015285,0.0162647,0.0162647,0.0191918,0.020153,0.020153,0.020153,0.020153,0.020153,0.020153,0.020153,0.0325294,0.0037428,0.00994902,0.0122753
182,0.0871052,0.0871052,0.0842868,0.0833391,0.0833391,0.0833391,0.0833391,0.0833391,0.0833391,0.0833391,0.000380863,0.000380863,0.00102924,0.00127205,0.00127205,0.00127205,0.00127205,0.00127205,0.00127205,0.00127205,0.012514,0.012514,0.014684,0.0153888,0.0153888,0.0153888,0.0153888,0.0153888,0.0153888,0.0153888,0.0163154,0.0163154,0.0193442,0.0203434,0.0203434,0.0203434,0.0203434,0.0203434,0.0203434,0.0203434,0.0326307,0.00380863,0.0102924,0.0127205
183,0.0870876,0.0870876,0.0841685,0.0831831,0.0831831,0.0831831,0.0831831,0.0831831,0.0831831,0.0831831,0.000387897,0.000387897,0.00106567,0.00131925,0.00131925,0.00131925,0.00131925,0.00131925,0.00131925,0.00131925,0.0125245,0.0125245,0.0147659,0.0154977,0.0154977,0.0154977,0.0154977,0.0154977,0.0154977,0.0154977,0.0163672,0.0163672,0.0195029,0.0205418,0.0205418,0.0205418,0.0205418,0.0205418,0.0205418,0.0205418,0.0327345,0.00387897,0.0106567,0.0131925
184,0.0870687,0.0870687,0.0840438,0.0830188,0.0830188,0.0830188,0.0830188,0.0830188,0.0830188,0.0830188,0.000395396,0.000395396,0.00110432,0.00136928,0.00136928,0.00136928,0.00136928,0.00136928,0.00136928,0.00136928,0.0125359,0.0125359,0.0148519,0.0156119,0.0156119,0.0156119,0.0156119,0.0156119,0.0156119,0.0156119,0.0164204,0.0164204,0.0196681,0.0207486,0.0207486,0.0207486,0.0207486,0.0207486,0.0207486,0.0207486,0.0328409,0.00395396,0.0110432,0.0136928
185,0.0870485,0.0870485,0.0839124,0.0828459,0.0828459,0.0828459,0.0828459,0.0828459,0.0828459,0.0828459,0.000403377,0.000403377,0.00114532,0.0014223,0.0014223,0.0014223,0.0014223,0.0014223,0.0014223,0.0014223,0.0125481,0.0125481,0.0149423,0.0157318,0.0157318,0.0157318,0.0157318,0.0157318,0.0157318,0.0157318,0.016475,0.016475,0.0198403,0.0209645,0.0209645,0.0209645,0.0209645,0.0209645,0.0209645,0.0209645,0.03295,0.00403377,0.0114532,0.014223
186,0.0870269,0.0870269,0.0837738,0.0826638,0.0826638,0.0826638,0.0826638,0.0826638,0.0826638,0.0826638,0.000411854,0.000411854,0.00118879,0.00147849,0.00147849,0.00147849,0.00147849,0.00147849,0.00147849,0.00147849,0.0125613,0.0125613,0.0150374,0.0158578,0.0158578,0.0158578,0.0158578,0.0158578,0.0158578,0.0158578,0.0165311,0.0165311,0.02002,0.0211899,0.0211899,0.0211899,0.0211899,0.0211899,0.0211899,0.0211899,0.0330621,0.00411854,0.0118879,0.0147849
187,0.0870037,0.0870037,0.0836277,0.0824719,0.0824719,0.0824719,0.0824719,0.0824719,0.0824719,0.0824719,0.000420846,0.000420846,0.00123489,0.00153802,0.00153802,0.00153802,0.00153802,0.00153802,0.00153802,0.00153802,0.0125754,0.0125754,0.0151375,0.0159901,0.0159901,0.0159901,0.0159901,0.0159901,0.0159901,0.0159901,0.0165886,0.0165886,0.0202074,0.0214254,0.0214254,0.0214254,0.0214254,0.0214254,0.0214254,0.0214254,0.0331773,0.00420846,0.0123489,0.0153802
188,0.086979,0.086979,0.0834735,0.0822697,0.0822697,0.0822697,0.0822697,0.0822697,0.0822697,0.0822697,0.000430369,0.000430369,0.00128375,0.00160109,0.00160109,0.00160109,0.00160109,0.00160109,0.00160109,0.00160109,0.0125906,0.0125906,0.0152428,0.0161292,0.0161292,0.0161292,0.0161292,0.0161292,0.0161292,0.0161292,0.0166478,0.0166478,0.0204032,0.0216716,0.0216716,0.0216716,0.0216716,0.0216716,0.0216716,0.0216716,0.0332956,0.00430369,0.0128375,0.0160109
189,0.0869527,0.0869527,0.0833108,0.0820566,0.0820566,0.0820566,0.0820566,0.0820566,0.0820566,0.0820566,0.000440443,0.000440443,0.00133554,0.00166788,0.00166788,0.00166788,0.00166788,0.00166788,0.00166788,0.00166788,0.0126069,0.0126069,0.0153536,0.0162755,0.0162755,0.0162755,0.0162755,0.0162755,0.0162755,0.0162755,0.0167087,0.0167087,0.0206078,0.0219291,0.0219291,0.0219291,0.0219291,0.0219291,0.0219291,0.0219291,0.0334174,0.00440443,0.0133554,0.0166788
190,0.0869246,0.0869246,0.0831391,0.081832,0.081832,0.081832,0.081832,0.081832,0.081832,0.081832,0.000451085,0.000451085,0.00139041,0.00173862,0.00173862,0.00173862,0.00173862,0.00173862,0.00173862,0.00173862,0.0126243,0.0126243,0.0154704,0.0164294,0.0164294,0.0164294,0.0164294,0.0164294,0.0164294,0.0164294,0.0167713,0.0167713,0.0208217,0.0221985,0.0221985,0.0221985,0.0221985,0.0221985,0.0221985,0.0221985,0.0335427,0.00451085,0.0139041,0.0173862
191,0.0868947,0.0868947,0.082958,0.0815951,0.0815951,0.0815951,0.0815951,0.0815951,0.0815951,0.0815951,0.000462316,0.000462316,0.00144855,0.0018135,0.0018135,0.0018135,0.0018135,0.0018135,0.0018135,0.0018135,0.012643,0.012643,0.0155935,0.0165914,0.0165914,0.0165914,0.0165914,0.0165914,0.0165914,0.0165914,0.0168359,0.0168359,0.0210455,0.0224806,0.0224806,0.0224806,0.0224806,0.0224806,0.0224806,0.0224806,0.0336717,0.00462316,0.0144855,0.018135
192,0.0868629,0.0868629,0.0827667,0.0813453,0.0813453,0.0813453,0.0813453,0.0813453,0.0813453,0.0813453,0.000474153,0.000474153,0.00151011,0.00189276,0.00189276,0.00189276,0.00189276,0.00189276,0.00189276,0.00189276,0.012663,0.012663,0.0157232,0.0167619,0.0167619,0.0167619,0.0167619,0.0167619,0.0167619,0.0167619,0.0169023,0.0169023,0.0212796,0.0227761,0.0227761,0.0227761,0.0227761,0.0227761,0.0227761,0.0227761,0.0338047,0.00474153,0.0151011,0.0189276
193,0.0868291,0.0868291,0.0825648,0.0810819,0.0810819,0.0810819,0.0810819,0.0810819,0.0810819,0.0810819,0.000486618,0.000486618,0.0015753,0.00197663,0.00197663,0.00197663,0.00197663,0.00197663,0.00197663,0.00197663,0.0126843,0.0126843,0.0158599,0.0169415,0.0169415,0.0169415,0.0169415,0.0169415,0.0169415,0.0169415,0.0169708,0.0169708,0.0215248,0.0230856,0.0230856,0.0230856,0.0230856,0.0230856,0.0230856,0.0230856,0.0339417,0.00486618,0.015753,0.0197663
194,0.0867932,0.0867932,0.0823516,0.0808041,0.0808041,0.0808041,0.0808041,0.0808041,0.0808041,0.0808041,0.000499728,0.000499728,0.00164429,0.00206533,0.00206533,0.00206533,0.00206533,0.00206533,0.00206533,0.00206533,0.0127071,0.0127071,0.0160041,0.0171306,0.0171306,0.0171306,0.0171306,0.0171306,0.0171306,0.0171306,0.0170415,0.0170415,0.0217816,0.0234101,0.0234101,0.0234101,0.0234101,0.0234101,0.0234101,0.0234101,0.034083,0.00499728,0.0164429,0.0206533
195,0.0867552,0.0867552,0.0821266,0.0805111,0.0805111,0.0805111,0.0805111,0.0805111,0.0805111,0.0805111,0.000513504,0.000513504,0.00171728,0.00215911,0.00215911,0.00215911,0.00215911,0.00215911,0.00215911,0.00215911,0.0127313,0.0127313,0.0161561,0.0173298,0.0173298,0.0173298,0.0173298,0.0173298,0.0173298,0.0173298,0.0171144,0.0171144,0.0220507,0.0237503,0.0237503,0.0237503,0.0237503,0.0237503,0.0237503,0.0237503,0.0342288,0.00513504,0.0171728,0.0215911
